"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","zfs_jbod_00",,,,"User:","root"
"Cmdline:","dstat -tcmdD total --output dstat.output",,,,"Date:","27 Mar 2019 03:58:56 EDT"

"system","total cpu usage",,,,,,"memory usage",,,,"dsk/total",
27-03 04:02:15,0.251,13.514,81.710,4.337,0.0,0.189,8668413952.0,0.0,66875564032.0,287612928.0,20480.0,97841152.0
27-03 04:02:16,0.125,6.379,87.430,6.004,0.0,0.063,8554168320.0,0.0,66964320256.0,313102336.0,0.0,95569408.0
27-03 04:02:17,0.188,3.769,89.950,5.967,0.0,0.126,8607285248.0,0.0,66917412864.0,306892800.0,0.0,104566784.0
27-03 04:02:18,0.125,3.952,89.711,6.023,0.0,0.188,8659193856.0,0.0,66869116928.0,303280128.0,0.0,108290048.0
27-03 04:02:19,0.126,2.701,91.018,6.093,0.0,0.063,8690266112.0,0.0,66821648384.0,319676416.0,0.0,73560064.0
27-03 04:02:20,0.126,3.641,90.144,5.964,0.0,0.126,8733138944.0,0.0,66772676608.0,325775360.0,0.0,99672064.0
27-03 04:02:21,0.188,5.503,88.305,5.941,0.0,0.063,8800661504.0,0.0,66722545664.0,308383744.0,0.0,145580032.0
27-03 04:02:22,0.126,9.943,84.141,5.601,0.0,0.189,8910372864.0,0.0,66574876672.0,346341376.0,0.0,272953344.0
27-03 04:02:23,0.126,10.132,83.826,5.601,0.0,0.315,8989483008.0,0.0,66475200512.0,366907392.0,0.0,283656192.0
27-03 04:02:24,0.126,8.422,85.418,5.783,0.0,0.251,9011445760.0,0.0,66437799936.0,382345216.0,0.0,237600768.0
27-03 04:02:25,0.189,20.592,74.181,4.723,0.0,0.315,8217886720.0,0.0,66797568000.0,816136192.0,16384.0,365731840.0
27-03 04:02:26,0.189,10.831,82.997,5.730,0.0,0.252,8029634560.0,0.0,67213258752.0,588697600.0,0.0,215917568.0
27-03 04:02:27,0.126,6.675,87.154,5.919,0.0,0.126,8127356928.0,0.0,67184009216.0,520224768.0,0.0,192749568.0
27-03 04:02:28,0.126,9.422,84.611,5.653,0.0,0.188,8241143808.0,0.0,67132497920.0,457949184.0,0.0,266436608.0
27-03 04:02:29,0.127,7.274,86.717,5.693,0.0,0.190,8353382400.0,0.0,67132227584.0,345980928.0,0.0,212877312.0
27-03 04:02:30,0.125,8.521,85.464,5.702,0.0,0.188,8461119488.0,0.0,67018735616.0,351735808.0,0.0,221618176.0
27-03 04:02:31,0.063,7.210,86.771,5.768,0.0,0.188,8521678848.0,0.0,66891808768.0,418103296.0,0.0,190529536.0
27-03 04:02:32,0.126,12.563,81.818,5.303,0.0,0.189,7884574720.0,0.0,67038670848.0,908345344.0,12288.0,204529664.0
27-03 04:02:33,0.126,13.863,80.088,5.671,0.0,0.252,8646279168.0,0.0,66886836224.0,298475520.0,0.0,205091840.0
27-03 04:02:34,0.126,13.493,81.084,5.044,0.0,0.252,8925274112.0,0.0,66541219840.0,365096960.0,0.0,267645952.0
27-03 04:02:35,0.189,13.728,80.227,5.416,0.0,0.441,9110917120.0,0.0,66423816192.0,296857600.0,0.0,379257856.0
27-03 04:02:36,0.126,12.736,81.589,5.359,0.0,0.189,9254162432.0,0.0,66287308800.0,290119680.0,0.0,348717056.0
27-03 04:02:37,0.127,24.952,69.828,4.583,0.0,0.509,8573087744.0,0.0,66445635584.0,812867584.0,36864.0,508735488.0
27-03 04:02:38,0.253,24.620,70.0,4.620,0.0,0.506,8344301568.0,0.0,66913177600.0,574111744.0,0.0,528077824.0
27-03 04:02:39,0.125,7.900,86.082,5.705,0.0,0.188,8460705792.0,0.0,66913304576.0,457580544.0,0.0,208285696.0
27-03 04:02:40,0.126,7.678,86.218,5.790,0.0,0.189,8569290752.0,0.0,66913304576.0,348995584.0,0.0,223105024.0
27-03 04:02:41,0.126,7.746,86.209,5.793,0.0,0.126,8620711936.0,0.0,66898673664.0,312205312.0,0.0,218218496.0
27-03 04:02:42,0.126,7.799,86.164,5.723,0.0,0.189,8702783488.0,0.0,66815983616.0,312823808.0,0.0,219615232.0
27-03 04:02:43,0.189,6.164,87.610,5.912,0.0,0.126,8747532288.0,0.0,66734424064.0,349634560.0,0.0,175792128.0
27-03 04:02:44,0.127,16.994,77.489,5.073,0.0,0.317,8203853824.0,0.0,67075457024.0,552280064.0,16384.0,278278144.0
27-03 04:02:45,0.253,17.543,76.567,5.320,0.0,0.317,8139325440.0,0.0,67372261376.0,320004096.0,0.0,393191424.0
27-03 04:02:46,0.191,22.646,71.883,4.835,0.0,0.445,8274747392.0,0.0,67116756992.0,440086528.0,0.0,636732928.0
27-03 04:02:47,0.190,20.025,74.335,4.943,0.0,0.507,8424460288.0,0.0,66995773440.0,411357184.0,16384.0,558583808.0
27-03 04:02:48,0.251,24.058,70.666,4.460,0.0,0.565,7736131584.0,0.0,67590041600.0,505417728.0,0.0,435224576.0
27-03 04:02:49,0.126,12.129,82.059,5.496,0.0,0.190,7726247936.0,0.0,67560321024.0,545021952.0,0.0,314859520.0
27-03 04:02:50,0.126,9.641,84.373,5.608,0.0,0.252,7827619840.0,0.0,67495354368.0,508616704.0,0.0,273694720.0
27-03 04:02:51,0.188,9.473,84.379,5.709,0.0,0.251,7909875712.0,0.0,67450220544.0,471494656.0,0.0,264347648.0
27-03 04:02:52,0.127,21.736,72.750,4.816,0.0,0.570,7507443712.0,0.0,67710951424.0,613195776.0,16384.0,434585600.0
27-03 04:02:53,0.190,31.226,63.654,4.488,0.0,0.442,7532384256.0,0.0,67986432000.0,312774656.0,0.0,728905728.0
27-03 04:02:54,0.189,31.924,63.218,4.038,0.0,0.631,6900002816.0,0.0,67892596736.0,1038991360.0,16384.0,735006720.0
27-03 04:02:55,0.191,24.984,70.491,3.888,0.0,0.446,7202328576.0,0.0,68234821632.0,394440704.0,0.0,558161920.0
27-03 04:02:56,0.127,18.563,76.033,4.959,0.0,0.318,7347093504.0,0.0,67962314752.0,522182656.0,0.0,522604544.0
27-03 04:02:57,0.127,21.885,72.929,4.554,0.0,0.506,6814523392.0,0.0,67861204992.0,1155862528.0,24576.0,512727040.0
27-03 04:02:58,0.189,17.987,75.975,5.535,0.0,0.314,7547236352.0,0.0,67963904000.0,320450560.0,0.0,322383872.0
27-03 04:02:59,0.126,14.673,79.534,5.353,0.0,0.315,7981993984.0,0.0,67539615744.0,309981184.0,0.0,348431360.0
27-03 04:03:00,0.315,11.097,82.850,5.485,0.0,0.252,8090574848.0,0.0,67306577920.0,434438144.0,0.0,307475456.0
27-03 04:03:01,0.190,18.274,76.650,4.505,0.0,0.381,7395299328.0,0.0,67358531584.0,1077760000.0,16384.0,380866560.0
27-03 04:03:02,0.188,14.555,79.674,5.332,0.0,0.251,7450853376.0,0.0,67776163840.0,604573696.0,0.0,278929408.0
27-03 04:03:03,0.126,2.950,90.835,6.026,0.0,0.063,7495913472.0,0.0,67776372736.0,559304704.0,0.0,81612800.0
27-03 04:03:04,0.188,3.504,90.175,6.070,0.0,0.063,7547670528.0,0.0,67776372736.0,507547648.0,0.0,92413952.0
27-03 04:03:05,0.125,3.820,89.981,6.011,0.0,0.063,7602208768.0,0.0,67776372736.0,453009408.0,0.0,103383040.0
27-03 04:03:06,0.126,5.290,88.665,5.856,0.0,0.063,7679950848.0,0.0,67776372736.0,375267328.0,0.0,147673088.0
27-03 04:03:07,0.126,4.457,89.266,6.026,0.0,0.126,7749378048.0,0.0,67743735808.0,338477056.0,0.0,128008192.0
27-03 04:03:08,0.125,4.203,89.586,5.960,0.0,0.125,7809351680.0,0.0,67660537856.0,361701376.0,0.0,119009280.0
27-03 04:03:09,0.188,3.824,89.969,6.019,0.0,0.0,7798554624.0,0.0,67627380736.0,405655552.0,0.0,107859968.0
27-03 04:03:10,0.126,3.202,90.521,6.089,0.0,0.063,7848894464.0,0.0,67627380736.0,355315712.0,0.0,91516928.0
27-03 04:03:11,0.125,4.326,89.592,5.893,0.0,0.063,7879872512.0,0.0,67545804800.0,405913600.0,0.0,116696064.0
27-03 04:03:12,0.126,4.645,89.140,5.964,0.0,0.126,7934799872.0,0.0,67495178240.0,401612800.0,0.0,130699264.0
27-03 04:03:13,0.188,4.315,89.431,6.004,0.0,0.063,7953207296.0,0.0,67463778304.0,414605312.0,0.0,110759936.0
27-03 04:03:14,0.126,9.131,84.950,5.605,0.0,0.189,7475576832.0,0.0,67643445248.0,712568832.0,20480.0,121573376.0
27-03 04:03:15,0.250,9.580,84.346,5.448,0.0,0.376,7765073920.0,0.0,67764662272.0,301854720.0,0.0,83034112.0
27-03 04:03:16,0.126,6.864,87.028,5.793,0.0,0.189,7836254208.0,0.0,67686748160.0,308588544.0,0.0,189915136.0
27-03 04:03:17,0.126,9.710,84.363,5.612,0.0,0.189,7961088000.0,0.0,67571601408.0,298901504.0,0.0,275185664.0
27-03 04:03:18,0.126,9.314,84.581,5.664,0.0,0.315,8068841472.0,0.0,67458924544.0,303824896.0,0.0,255366144.0
27-03 04:03:19,0.188,9.548,84.422,5.653,0.0,0.188,8133636096.0,0.0,67284557824.0,413396992.0,0.0,258064384.0
27-03 04:03:20,0.189,16.415,78.050,5.094,0.0,0.252,7731949568.0,0.0,67574968320.0,524673024.0,16384.0,266428416.0
27-03 04:03:21,0.190,20.038,75.032,4.235,0.0,0.506,8578547712.0,0.0,66911244288.0,341798912.0,0.0,359097344.0
27-03 04:03:22,0.126,10.221,83.722,5.678,0.0,0.252,8941346816.0,0.0,66539687936.0,350556160.0,0.0,227038208.0
27-03 04:03:23,0.190,10.297,83.702,5.559,0.0,0.253,9086808064.0,0.0,66381754368.0,363028480.0,0.0,282334208.0
27-03 04:03:24,0.125,8.093,85.822,5.772,0.0,0.188,9192730624.0,0.0,66221547520.0,417312768.0,0.0,216928256.0
27-03 04:03:25,0.126,8.649,85.164,5.808,0.0,0.253,9318936576.0,0.0,66116206592.0,396447744.0,0.0,245723136.0
27-03 04:03:26,0.189,19.861,74.842,4.918,0.0,0.189,8820654080.0,0.0,66627686400.0,383250432.0,16384.0,293523456.0
27-03 04:03:27,0.188,16.332,77.764,5.402,0.0,0.314,9299206144.0,0.0,66077454336.0,454930432.0,0.0,251520000.0
27-03 04:03:28,0.126,7.634,86.246,5.741,0.0,0.252,9422487552.0,0.0,66078941184.0,330162176.0,0.0,221933568.0
27-03 04:03:29,0.127,8.096,85.769,5.756,0.0,0.253,9535123456.0,0.0,66023858176.0,272609280.0,0.0,243851264.0
27-03 04:03:30,0.190,9.987,83.881,5.626,0.0,0.316,9639493632.0,0.0,65891446784.0,300650496.0,0.0,273801216.0
27-03 04:03:31,0.189,20.429,73.897,4.981,0.0,0.504,9816309760.0,0.0,65646096384.0,369184768.0,0.0,557391872.0
27-03 04:03:32,0.190,28.363,66.561,4.378,0.0,0.508,9124167680.0,0.0,65851949056.0,855474176.0,24576.0,583151616.0
27-03 04:03:33,0.189,19.660,74.354,5.482,0.0,0.315,9585696768.0,0.0,65780948992.0,464945152.0,0.0,334974976.0
27-03 04:03:34,0.127,12.025,81.899,5.506,0.0,0.443,9602469888.0,0.0,65735692288.0,493428736.0,0.0,300421120.0
27-03 04:03:35,0.189,11.713,82.305,5.542,0.0,0.252,9780764672.0,0.0,65696825344.0,354000896.0,0.0,317710336.0
27-03 04:03:36,0.126,8.668,85.302,5.716,0.0,0.188,9866493952.0,0.0,65629741056.0,335355904.0,0.0,229892096.0
27-03 04:03:37,0.189,13.531,80.491,5.412,0.0,0.378,9970311168.0,0.0,65487577088.0,373702656.0,0.0,371298304.0
27-03 04:03:38,0.127,30.089,65.331,3.817,0.0,0.636,9474256896.0,0.0,65941315584.0,416018432.0,16384.0,623091712.0
27-03 04:03:39,0.190,28.916,65.441,4.819,0.0,0.634,9536729088.0,0.0,65941499904.0,353361920.0,0.0,625569792.0
27-03 04:03:40,0.190,21.392,72.911,4.937,0.0,0.570,9497034752.0,0.0,65893728256.0,440827904.0,0.0,533807104.0
27-03 04:03:41,0.127,11.351,82.752,5.580,0.0,0.190,9636003840.0,0.0,65823252480.0,372334592.0,0.0,328737792.0
27-03 04:03:42,0.190,19.709,74.984,4.801,0.0,0.316,8560402432.0,0.0,65889832960.0,1381355520.0,24576.0,334774272.0
27-03 04:03:43,0.126,18.888,75.616,4.927,0.0,0.442,8776245248.0,0.0,66480521216.0,574824448.0,0.0,365518848.0
27-03 04:03:44,0.252,16.824,77.127,5.230,0.0,0.567,8961761280.0,0.0,66479407104.0,390422528.0,0.0,463249408.0
27-03 04:03:45,0.127,29.143,65.524,4.317,0.0,0.889,9240928256.0,0.0,66190393344.0,400269312.0,0.0,806187008.0
27-03 04:03:46,0.128,31.609,63.474,4.087,0.0,0.702,8568516608.0,0.0,66204876800.0,1058197504.0,16384.0,731238400.0
27-03 04:03:47,0.127,27.146,69.549,2.734,0.0,0.445,8138027008.0,0.0,66864885760.0,828678144.0,0.0,605663232.0
27-03 04:03:48,0.190,20.709,74.098,4.687,0.0,0.317,8243666944.0,0.0,67021889536.0,566034432.0,0.0,561565696.0
27-03 04:03:49,0.126,22.566,72.187,4.614,0.0,0.506,7572054016.0,0.0,67090030592.0,1169506304.0,8192.0,450007040.0
27-03 04:03:50,0.191,23.151,72.003,4.145,0.0,0.510,8536059904.0,0.0,66982404096.0,313126912.0,0.0,498062848.0
27-03 04:03:51,0.063,16.111,78.603,4.846,0.0,0.378,8494542848.0,0.0,66812002304.0,525045760.0,0.0,395788288.0
27-03 04:03:52,0.063,13.379,80.905,5.402,0.0,0.251,8655765504.0,0.0,66697322496.0,478502912.0,0.0,358408192.0
27-03 04:03:53,0.189,4.777,89.001,5.845,0.0,0.189,8695422976.0,0.0,66630295552.0,505872384.0,0.0,137265152.0
27-03 04:03:54,0.189,5.986,87.965,5.734,0.0,0.126,8714489856.0,0.0,66584276992.0,532824064.0,0.0,173817856.0
27-03 04:03:55,0.188,10.909,83.386,5.329,0.0,0.188,7863582720.0,0.0,66757918720.0,1210089472.0,16384.0,118063104.0
27-03 04:03:56,0.125,10.979,82.811,5.960,0.0,0.125,8637640704.0,0.0,66807865344.0,386084864.0,0.0,127877120.0
27-03 04:03:57,0.188,3.008,90.664,6.015,0.0,0.125,8663666688.0,0.0,66813546496.0,354377728.0,0.0,74846208.0
27-03 04:03:58,0.126,4.972,88.861,5.916,0.0,0.126,8740990976.0,0.0,66813546496.0,277053440.0,0.0,144449536.0
27-03 04:03:59,0.125,4.201,89.592,5.956,0.0,0.125,8652029952.0,0.0,66766032896.0,413528064.0,0.0,108158976.0
27-03 04:04:00,0.251,4.326,89.279,5.893,0.0,0.251,8721088512.0,0.0,66766131200.0,344371200.0,0.0,124411904.0
27-03 04:04:01,0.126,3.082,90.692,6.038,0.0,0.063,8768634880.0,0.0,66766131200.0,296824832.0,0.0,91070464.0
27-03 04:04:02,0.188,4.771,88.952,5.964,0.0,0.126,8833544192.0,0.0,66718978048.0,279068672.0,0.0,123879424.0
27-03 04:04:03,0.125,2.384,91.343,6.085,0.0,0.063,8809115648.0,0.0,66671570944.0,350904320.0,0.0,62726144.0
27-03 04:04:04,0.126,4.018,89.768,6.026,0.0,0.063,8869478400.0,0.0,66670977024.0,291135488.0,0.0,110923776.0
27-03 04:04:05,0.188,5.458,88.269,5.897,0.0,0.188,8924217344.0,0.0,66609070080.0,298303488.0,0.0,146755584.0
27-03 04:04:06,0.125,4.203,89.649,5.960,0.0,0.063,8963649536.0,0.0,66568134656.0,299806720.0,0.0,113192960.0
27-03 04:04:07,0.126,9.629,84.393,5.664,0.0,0.189,9028902912.0,0.0,66466181120.0,336506880.0,0.0,261910528.0
27-03 04:04:08,0.125,8.088,86.019,5.580,0.0,0.188,9075449856.0,0.0,66381967360.0,374173696.0,0.0,218529792.0
27-03 04:04:09,0.126,13.447,80.934,5.240,0.0,0.253,8217935872.0,0.0,66427879424.0,1185775616.0,16384.0,245968896.0
27-03 04:04:10,0.189,13.522,82.138,4.025,0.0,0.126,8074649600.0,0.0,66981814272.0,775127040.0,0.0,210866176.0
27-03 04:04:11,0.127,10.152,83.820,5.647,0.0,0.254,8222486528.0,0.0,66973544448.0,635559936.0,0.0,293381120.0
27-03 04:04:12,0.190,13.219,80.961,5.313,0.0,0.316,8426270720.0,0.0,66973544448.0,431775744.0,0.0,385687552.0
27-03 04:04:13,0.189,10.937,83.155,5.531,0.0,0.189,8505778176.0,0.0,66872242176.0,453570560.0,0.0,298311680.0
27-03 04:04:14,0.126,10.460,83.554,5.545,0.0,0.315,8564547584.0,0.0,66736033792.0,531009536.0,0.0,287162368.0
27-03 04:04:15,0.316,19.141,75.363,4.864,0.0,0.316,7853264896.0,0.0,67230498816.0,747827200.0,16384.0,257994752.0
27-03 04:04:16,0.190,12.405,81.582,5.443,0.0,0.380,7876112384.0,0.0,67337605120.0,617873408.0,0.0,329854976.0
27-03 04:04:17,0.189,9.062,84.896,5.664,0.0,0.189,8018022400.0,0.0,67311624192.0,501944320.0,0.0,256266240.0
27-03 04:04:18,0.189,14.924,79.282,5.353,0.0,0.252,8171749376.0,0.0,67177156608.0,482684928.0,0.0,405135360.0
27-03 04:04:19,0.189,10.943,83.145,5.472,0.0,0.252,8255922176.0,0.0,67048153088.0,527515648.0,0.0,300527616.0
27-03 04:04:20,0.190,25.475,69.772,3.929,0.0,0.634,7242948608.0,0.0,67596611584.0,992030720.0,16384.0,469639168.0
27-03 04:04:21,0.127,18.655,75.888,5.013,0.0,0.317,7444217856.0,0.0,67637747712.0,749625344.0,0.0,549576704.0
27-03 04:04:22,0.190,13.996,79.987,5.320,0.0,0.507,7558791168.0,0.0,67637747712.0,635052032.0,0.0,406429696.0
27-03 04:04:23,0.252,17.391,76.938,5.104,0.0,0.315,6883336192.0,0.0,67970007040.0,978247680.0,4096.0,297091072.0
27-03 04:04:24,0.127,13.418,80.696,5.506,0.0,0.253,6863339520.0,0.0,68163452928.0,804798464.0,0.0,347844608.0
27-03 04:04:25,0.190,13.118,81.179,5.323,0.0,0.190,7046656000.0,0.0,68088954880.0,695980032.0,0.0,382562304.0
27-03 04:04:26,0.126,16.761,77.757,4.915,0.0,0.441,6627753984.0,0.0,68037115904.0,1166721024.0,8192.0,394792960.0
27-03 04:04:27,0.190,32.362,63.838,3.103,0.0,0.507,6442885120.0,0.0,68300185600.0,1088520192.0,0.0,752291840.0
27-03 04:04:28,0.190,25.539,69.899,3.802,0.0,0.570,6164213760.0,0.0,68570779648.0,1096597504.0,12288.0,601653248.0
27-03 04:04:29,0.190,24.096,70.514,4.629,0.0,0.571,7188901888.0,0.0,68091113472.0,551575552.0,0.0,520079360.0
27-03 04:04:30,0.190,32.150,62.714,4.185,0.0,0.761,7001952256.0,0.0,67894185984.0,935452672.0,4096.0,673226752.0
27-03 04:04:31,0.189,27.462,67.172,4.735,0.0,0.442,7626149888.0,0.0,67782336512.0,423104512.0,0.0,621270528.0
27-03 04:04:32,0.127,14.766,79.404,5.260,0.0,0.444,7748923392.0,0.0,67591720960.0,490946560.0,0.0,414367744.0
27-03 04:04:33,0.126,14.385,79.811,5.300,0.0,0.379,7872053248.0,0.0,67462340608.0,497197056.0,0.0,398962688.0
27-03 04:04:34,0.253,16.414,78.157,4.861,0.0,0.316,7176474624.0,0.0,67455463424.0,1199652864.0,28672.0,336744448.0
27-03 04:04:35,0.252,18.210,75.866,5.293,0.0,0.378,6921773056.0,0.0,68066881536.0,842936320.0,0.0,383664128.0
27-03 04:04:36,0.189,22.922,71.599,4.786,0.0,0.504,7214186496.0,0.0,68069482496.0,547921920.0,0.0,648359936.0
27-03 04:04:37,0.191,32.718,62.381,4.010,0.0,0.700,7163707392.0,0.0,68178817024.0,489066496.0,8192.0,762265600.0
27-03 04:04:38,0.254,27.954,66.773,4.447,0.0,0.572,8046903296.0,0.0,67439697920.0,344989696.0,0.0,586895360.0
27-03 04:04:39,0.127,31.436,63.884,4.111,0.0,0.443,7765733376.0,0.0,67745619968.0,320237568.0,12288.0,568562688.0
27-03 04:04:40,0.191,24.031,70.629,4.514,0.0,0.636,7717941248.0,0.0,67779149824.0,334499840.0,0.0,604872704.0
27-03 04:04:41,0.126,9.943,84.267,5.475,0.0,0.189,7819030528.0,0.0,67684835328.0,327725056.0,0.0,282731520.0
27-03 04:04:42,0.126,11.791,82.409,5.485,0.0,0.189,7915163648.0,0.0,67549052928.0,367374336.0,0.0,314568704.0
27-03 04:04:43,0.126,10.523,83.554,5.608,0.0,0.189,7978967040.0,0.0,67463401472.0,389222400.0,0.0,287813632.0
27-03 04:04:44,0.188,9.159,84.755,5.646,0.0,0.251,7888789504.0,0.0,67432296448.0,510504960.0,0.0,254918656.0
27-03 04:04:45,0.190,18.734,75.696,5.0,0.0,0.380,7121612800.0,0.0,68033511424.0,676466688.0,20480.0,309620736.0
27-03 04:04:46,0.188,8.098,85.813,5.775,0.0,0.126,7108431872.0,0.0,68156289024.0,566870016.0,0.0,207433728.0
27-03 04:04:47,0.125,3.574,90.282,5.956,0.0,0.063,7160991744.0,0.0,68156608512.0,513990656.0,0.0,95543296.0
27-03 04:04:48,0.189,7.319,86.498,5.804,0.0,0.189,7266824192.0,0.0,68156608512.0,408158208.0,0.0,211914752.0
27-03 04:04:49,0.189,4.164,89.590,5.931,0.0,0.126,7316578304.0,0.0,68122906624.0,392105984.0,0.0,123199488.0
27-03 04:04:50,0.189,4.861,88.952,5.934,0.0,0.063,7356653568.0,0.0,68070817792.0,404119552.0,0.0,142790656.0
27-03 04:04:51,0.189,5.657,88.121,5.908,0.0,0.126,7414996992.0,0.0,67998334976.0,418258944.0,0.0,158531584.0
27-03 04:04:52,0.189,10.874,83.532,5.343,0.0,0.063,7129083904.0,0.0,68307775488.0,394731520.0,16384.0,125603840.0
27-03 04:04:53,0.189,10.937,82.904,5.783,0.0,0.189,7896633344.0,0.0,67584045056.0,350912512.0,0.0,136683520.0
27-03 04:04:54,0.189,7.354,86.549,5.783,0.0,0.126,8002019328.0,0.0,67469643776.0,359927808.0,0.0,201871360.0
27-03 04:04:55,0.126,4.651,89.063,6.034,0.0,0.126,8073302016.0,0.0,67409760256.0,348528640.0,0.0,132435968.0
27-03 04:04:56,0.189,4.965,88.875,5.908,0.0,0.063,8145960960.0,0.0,67332603904.0,353026048.0,0.0,140386304.0
27-03 04:04:57,0.189,7.620,86.272,5.730,0.0,0.189,8251822080.0,0.0,67223969792.0,355799040.0,0.0,217169408.0
27-03 04:04:58,0.189,11.854,82.282,5.422,0.0,0.252,8397262848.0,0.0,67047604224.0,386723840.0,0.0,326860800.0
27-03 04:04:59,0.189,22.713,71.735,5.047,0.0,0.315,8296919040.0,0.0,67170770944.0,363900928.0,12288.0,341979136.0
27-03 04:05:00,0.316,14.710,79.482,5.114,0.0,0.379,8481918976.0,0.0,66918739968.0,430931968.0,0.0,303194112.0
27-03 04:05:01,0.189,8.580,85.300,5.678,0.0,0.252,8610488320.0,0.0,66882531328.0,338571264.0,0.0,246116352.0
27-03 04:05:02,0.190,12.603,81.444,5.510,0.0,0.253,8641970176.0,0.0,66697211904.0,492408832.0,0.0,345505792.0
27-03 04:05:03,0.191,11.761,82.200,5.531,0.0,0.318,8809213952.0,0.0,66651500544.0,370876416.0,0.0,347533312.0
27-03 04:05:04,0.189,18.726,75.662,5.107,0.0,0.315,7850061824.0,0.0,67127660544.0,853868544.0,16384.0,282390528.0
27-03 04:05:05,0.251,14.438,79.598,5.336,0.0,0.377,7793143808.0,0.0,67356962816.0,681484288.0,0.0,362520576.0
27-03 04:05:06,0.126,8.108,85.795,5.783,0.0,0.189,7915839488.0,0.0,67357913088.0,557838336.0,0.0,221261824.0
27-03 04:05:07,0.126,11.728,82.282,5.485,0.0,0.378,8099680256.0,0.0,67357913088.0,373997568.0,0.0,339673088.0
27-03 04:05:08,0.063,25.365,69.309,4.692,0.0,0.571,8363089920.0,0.0,67025874944.0,442626048.0,12288.0,705196032.0
27-03 04:05:09,0.253,26.802,68.584,3.856,0.0,0.506,8396189696.0,0.0,67112620032.0,322781184.0,4096.0,494379008.0
27-03 04:05:10,0.190,22.293,72.071,5.003,0.0,0.443,7973490688.0,0.0,67277910016.0,580190208.0,0.0,557699072.0
27-03 04:05:11,0.189,18.107,76.467,4.921,0.0,0.315,7235584000.0,0.0,67448463360.0,1147543552.0,12288.0,336709120.0
27-03 04:05:12,0.190,18.619,75.617,5.256,0.0,0.317,7424847872.0,0.0,67774251008.0,632492032.0,0.0,415997952.0
27-03 04:05:13,0.191,16.582,77.764,5.210,0.0,0.254,7659253760.0,0.0,67676856320.0,495480832.0,0.0,483766272.0
27-03 04:05:14,0.190,24.619,69.987,4.695,0.0,0.508,7913893888.0,0.0,67450413056.0,467283968.0,0.0,704114688.0
27-03 04:05:15,0.383,29.885,65.262,3.959,0.0,0.511,7848095744.0,0.0,67570327552.0,413167616.0,16384.0,636112896.0
27-03 04:05:16,0.253,26.532,67.656,4.927,0.0,0.632,8422907904.0,0.0,66866540544.0,542142464.0,0.0,540435456.0
27-03 04:05:17,0.192,30.351,64.728,4.089,0.0,0.639,7782031360.0,0.0,67321716736.0,727842816.0,20480.0,579846144.0
27-03 04:05:18,0.190,23.365,71.619,4.190,0.0,0.635,7947100160.0,0.0,67404070912.0,480419840.0,0.0,537858048.0
27-03 04:05:19,0.127,24.396,70.203,4.701,0.0,0.572,8240418816.0,0.0,67209973760.0,381198336.0,0.0,687923200.0
27-03 04:05:20,0.128,27.806,67.092,4.337,0.0,0.638,8355078144.0,0.0,67089334272.0,387178496.0,16384.0,783945728.0
27-03 04:05:21,0.190,31.792,63.458,3.990,0.0,0.570,7625379840.0,0.0,67740467200.0,465743872.0,0.0,677756928.0
27-03 04:05:22,0.191,24.682,69.911,4.771,0.0,0.445,7565348864.0,0.0,67810861056.0,455380992.0,20480.0,639700992.0
27-03 04:05:23,0.190,31.662,64.530,3.299,0.0,0.317,7223865344.0,0.0,68227850240.0,379875328.0,0.0,619208704.0
27-03 04:05:24,0.126,10.746,83.249,5.563,0.0,0.316,7275708416.0,0.0,68172046336.0,383836160.0,0.0,285462528.0
27-03 04:05:25,0.189,10.950,83.134,5.538,0.0,0.189,7378378752.0,0.0,68092899328.0,360312832.0,0.0,297889792.0
27-03 04:05:26,0.126,10.327,83.753,5.605,0.0,0.189,7505625088.0,0.0,67992727552.0,333238272.0,0.0,297656320.0
27-03 04:05:27,0.190,15.389,79.037,5.003,0.0,0.380,6962216960.0,0.0,68102213632.0,767160320.0,24576.0,298786816.0
27-03 04:05:28,0.127,15.165,78.997,5.393,0.0,0.317,6865219584.0,0.0,68408774656.0,557596672.0,0.0,332484608.0
27-03 04:05:29,0.126,4.206,89.579,5.964,0.0,0.126,6924902400.0,0.0,68386160640.0,520527872.0,0.0,122535936.0
27-03 04:05:30,0.189,5.790,87.980,5.853,0.0,0.189,7001100288.0,0.0,68347871232.0,482619392.0,0.0,167616512.0
27-03 04:05:31,0.125,4.015,89.774,6.023,0.0,0.063,7049265152.0,0.0,68316856320.0,465469440.0,0.0,116002816.0
27-03 04:05:32,0.126,3.585,90.189,5.975,0.0,0.126,7097106432.0,0.0,68309639168.0,424845312.0,0.0,106393600.0
27-03 04:05:33,0.188,2.441,91.176,6.133,0.0,0.063,7134859264.0,0.0,68309762048.0,386969600.0,0.0,68476928.0
27-03 04:05:34,0.126,4.277,89.560,5.975,0.0,0.063,7191552000.0,0.0,68275716096.0,364322816.0,0.0,128954368.0
27-03 04:05:35,0.125,3.952,89.900,5.960,0.0,0.063,7231234048.0,0.0,68231188480.0,369168384.0,0.0,102821888.0
27-03 04:05:36,0.188,8.663,85.436,5.587,0.0,0.126,6754205696.0,0.0,68345348096.0,732037120.0,8192.0,117317632.0
